grid,position,points,year,name_circuits,driverRef,dob,name_constructors,status,regulamento,fastestLapTime,fastestLapSpeed,q1,q2,q3
17,-1,0.0,2008,Silverstone Circuit,button,1980-01-19,Honda,Spun off,2005-2008,93376.0,198.205,79957.0,79597.0,81049.0
7,-1,0.0,2008,Silverstone Circuit,piquet_jr,1985-07-25,Renault,Spun off,2005-2008,93203.0,198.573,79957.0,79597.0,81049.0
19,-1,0.0,2008,Silverstone Circuit,fisichella,1973-01-14,Force India,Spun off,2005-2008,94930.0,194.960,79957.0,79597.0,81049.0
18,-1,0.0,2008,Silverstone Circuit,sutil,1983-01-11,Force India,Spun off,2005-2008,98160.0,188.545,79957.0,79597.0,81049.0
8,-1,0.0,2008,Silverstone Circuit,vettel,1987-07-03,Toro Rosso,Collision,2005-2008,0.0,0.0,79957.0,79597.0,81049.0
11,-1,0.0,2008,Silverstone Circuit,coulthard,1971-03-27,Red Bull,Collision,2005-2008,0.0,0.0,79957.0,79597.0,81049.0
1,1,25.0,2008,Hockenheimring,hamilton,1985-01-07,McLaren,Finished,2005-2008,76039.0,216.552,75218.0,74603.0,75666.0
17,2,18.0,2008,Hockenheimring,piquet_jr,1985-07-25,Renault,Finished,2005-2008,76910.0,214.099,75218.0,74603.0,75666.0
2,3,15.0,2008,Hockenheimring,massa,1981-04-25,Ferrari,Finished,2005-2008,76502.0,215.241,75218.0,74603.0,75666.0
12,4,12.0,2008,Hockenheimring,heidfeld,1977-05-10,BMW Sauber,Finished,2005-2008,75987.0,216.700,75218.0,74603.0,75666.0
3,5,10.0,2008,Hockenheimring,kovalainen,1981-10-19,McLaren,Finished,2005-2008,76495.0,215.261,75218.0,74603.0,75666.0
6,6,8.0,2008,Hockenheimring,raikkonen,1979-10-17,Ferrari,Finished,2005-2008,76342.0,215.692,75218.0,74603.0,75666.0
7,7,6.0,2008,Hockenheimring,kubica,1984-12-07,BMW Sauber,Finished,2005-2008,76610.0,214.937,75218.0,74603.0,75666.0
9,8,4.0,2008,Hockenheimring,vettel,1987-07-03,Toro Rosso,Finished,2005-2008,76772.0,214.484,75218.0,74603.0,75666.0
4,9,2.0,2008,Hockenheimring,trulli,1974-07-13,Toyota,Finished,2005-2008,77023.0,213.785,75218.0,74603.0,75666.0
13,10,1.0,2008,Hockenheimring,rosberg,1985-06-27,Williams,Finished,2005-2008,77380.0,212.799,75218.0,74603.0,75666.0
5,11,0.0,2008,Hockenheimring,alonso,1981-07-29,Renault,Finished,2005-2008,77115.0,213.530,75218.0,74603.0,75666.0
15,12,0.0,2008,Hockenheimring,bourdais,1979-02-28,Toro Rosso,Finished,2005-2008,76969.0,213.935,75218.0,74603.0,75666.0
10,13,0.0,2008,Hockenheimring,coulthard,1971-03-27,Red Bull,Finished,2005-2008,76994.0,213.866,75218.0,74603.0,75666.0
16,14,0.0,2008,Hockenheimring,nakajima,1985-01-11,Williams,Finished,2005-2008,77691.0,211.947,75218.0,74603.0,75666.0
19,15,0.0,2008,Hockenheimring,sutil,1983-01-11,Force India,Finished,2005-2008,77889.0,211.408,75218.0,74603.0,75666.0
20,16,0.0,2008,Hockenheimring,fisichella,1973-01-14,Force India,Finished,2005-2008,78208.0,210.546,75218.0,74603.0,75666.0
14,17,0.0,2008,Hockenheimring,button,1980-01-19,Honda,+1 Lap,2005-2008,77636.0,212.097,75218.0,74603.0,75666.0
18,-1,0.0,2008,Hockenheimring,barrichello,1972-05-23,Honda,Collision,2005-2008,77986.0,211.145,75218.0,74603.0,75666.0
8,-1,0.0,2008,Hockenheimring,webber,1976-08-27,Red Bull,Engine,2005-2008,77206.0,213.278,75218.0,74603.0,75666.0
11,-1,0.0,2008,Hockenheimring,glock,1982-03-18,Toyota,Suspension,2005-2008,76712.0,214.652,75218.0,74603.0,75666.0
2,1,25.0,2008,Hungaroring,kovalainen,1981-10-19,McLaren,Finished,2005-2008,81753.0,192.917,79376.0,79473.0,80899.0
5,2,18.0,2008,Hungaroring,glock,1982-03-18,Toyota,Finished,2005-2008,81671.0,193.111,79376.0,79473.0,80899.0
6,3,15.0,2008,Hungaroring,raikkonen,1979-10-17,Ferrari,Finished,2005-2008,81195.0,194.243,79376.0,79473.0,80899.0
7,4,12.0,2008,Hungaroring,alonso,1981-07-29,Renault,Finished,2005-2008,81793.0,192.823,79376.0,79473.0,80899.0
1,5,10.0,2008,Hungaroring,hamilton,1985-01-07,McLaren,Finished,2005-2008,81493.0,193.533,79376.0,79473.0,80899.0
10,6,8.0,2008,Hungaroring,piquet_jr,1985-07-25,Renault,Finished,2005-2008,81537.0,193.428,79376.0,79473.0,80899.0
9,7,6.0,2008,Hungaroring,trulli,1974-07-13,Toyota,Finished,2005-2008,81638.0,193.189,79376.0,79473.0,80899.0
4,8,4.0,2008,Hungaroring,kubica,1984-12-07,BMW Sauber,Finished,2005-2008,81941.0,192.475,79376.0,79473.0,80899.0
8,9,2.0,2008,Hungaroring,webber,1976-08-27,Red Bull,Finished,2005-2008,82125.0,192.043,79376.0,79473.0,80899.0
15,10,1.0,2008,Hungaroring,heidfeld,1977-05-10,BMW Sauber,Finished,2005-2008,82183.0,191.908,79376.0,79473.0,80899.0
13,11,0.0,2008,Hungaroring,coulthard,1971-03-27,Red Bull,Finished,2005-2008,82732.0,190.634,79376.0,79473.0,80899.0
12,12,0.0,2008,Hungaroring,button,1980-01-19,Honda,+1 Lap,2005-2008,82397.0,191.409,79376.0,79473.0,80899.0
16,13,0.0,2008,Hungaroring,nakajima,1985-01-11,Williams,+1 Lap,2005-2008,83307.0,189.319,79376.0,79473.0,80899.0
14,14,0.0,2008,Hungaroring,rosberg,1985-06-27,Williams,+1 Lap,2005-2008,82397.0,191.409,79376.0,79473.0,80899.0
18,15,0.0,2008,Hungaroring,fisichella,1973-01-14,Force India,+1 Lap,2005-2008,82641.0,190.844,79376.0,79473.0,80899.0
17,16,0.0,2008,Hungaroring,barrichello,1972-05-23,Honda,+2 Laps,2005-2008,82436.0,191.319,79376.0,79473.0,80899.0
3,17,0.0,2008,Hungaroring,massa,1981-04-25,Ferrari,Engine,2005-2008,81355.0,193.861,79376.0,79473.0,80899.0
19,18,0.0,2008,Hungaroring,bourdais,1979-02-28,Toro Rosso,+3 Laps,2005-2008,83220.0,189.516,79376.0,79473.0,80899.0
20,-1,0.0,2008,Hungaroring,sutil,1983-01-11,Force India,Brakes,2005-2008,83650.0,188.542,79376.0,79473.0,80899.0
11,-1,0.0,2008,Hungaroring,vettel,1987-07-03,Toro Rosso,Overheating,2005-2008,84222.0,187.262,79376.0,79473.0,80899.0
1,1,25.0,2008,Valencia Street Circuit,massa,1981-04-25,Ferrari,Finished,2005-2008,98708.0,197.637,98176.0,97859.0,98989.0
2,2,18.0,2008,Valencia Street Circuit,hamilton,1985-01-07,McLaren,Finished,2005-2008,98884.0,197.285,98176.0,97859.0,98989.0
3,3,15.0,2008,Valencia Street Circuit,kubica,1984-12-07,BMW Sauber,Finished,2005-2008,99330.0,196.399,98176.0,97859.0,98989.0
5,4,12.0,2008,Valencia Street Circuit,kovalainen,1981-10-19,McLaren,Finished,2005-2008,99112.0,196.831,98176.0,97859.0,98989.0
7,5,10.0,2008,Valencia Street Circuit,trulli,1974-07-13,Toyota,Finished,2005-2008,99657.0,195.755,98176.0,97859.0,98989.0
6,6,8.0,2008,Valencia Street Circuit,vettel,1987-07-03,Toro Rosso,Finished,2005-2008,99485.0,196.093,98176.0,97859.0,98989.0
13,7,6.0,2008,Valencia Street Circuit,glock,1982-03-18,Toyota,Finished,2005-2008,99535.0,195.995,98176.0,97859.0,98989.0
9,8,4.0,2008,Valencia Street Circuit,rosberg,1985-06-27,Williams,Finished,2005-2008,99577.0,195.912,98176.0,97859.0,98989.0
8,9,2.0,2008,Valencia Street Circuit,heidfeld,1977-05-10,BMW Sauber,Finished,2005-2008,99526.0,196.013,98176.0,97859.0,98989.0
10,10,1.0,2008,Valencia Street Circuit,bourdais,1979-02-28,Toro Rosso,Finished,2005-2008,99639.0,195.790,98176.0,97859.0,98989.0
15,11,0.0,2008,Valencia Street Circuit,piquet_jr,1985-07-25,Renault,Finished,2005-2008,99544.0,195.977,98176.0,97859.0,98989.0
14,12,0.0,2008,Valencia Street Circuit,webber,1976-08-27,Red Bull,+1 Lap,2005-2008,100264.0,194.570,98176.0,97859.0,98989.0
16,13,0.0,2008,Valencia Street Circuit,button,1980-01-19,Honda,+1 Lap,2005-2008,100763.0,193.606,98176.0,97859.0,98989.0
18,14,0.0,2008,Valencia Street Circuit,fisichella,1973-01-14,Force India,+1 Lap,2005-2008,100353.0,194.397,98176.0,97859.0,98989.0
11,15,0.0,2008,Valencia Street Circuit,nakajima,1985-01-11,Williams,+1 Lap,2005-2008,99803.0,195.469,98176.0,97859.0,98989.0
19,16,0.0,2008,Valencia Street Circuit,barrichello,1972-05-23,Honda,+1 Lap,2005-2008,100593.0,193.933,98176.0,97859.0,98989.0
17,17,0.0,2008,Valencia Street Circuit,coulthard,1971-03-27,Red Bull,+1 Lap,2005-2008,100978.0,193.194,98176.0,97859.0,98989.0
4,-1,0.0,2008,Valencia Street Circuit,raikkonen,1979-10-17,Ferrari,Engine,2005-2008,99424.0,196.214,98176.0,97859.0,98989.0
20,-1,0.0,2008,Valencia Street Circuit,sutil,1983-01-11,Force India,Accident,2005-2008,100661.0,193.802,98176.0,97859.0,98989.0
12,-1,0.0,2008,Valencia Street Circuit,alonso,1981-07-29,Renault,Collision,2005-2008,0.0,0.0,98176.0,97859.0,98989.0
2,1,25.0,2008,Circuit de Spa-Francorchamps,massa,1981-04-25,Ferrari,Finished,2005-2008,108222.0,232.987,106887.0,106088.0,107338.0
5,2,18.0,2008,Circuit de Spa-Francorchamps,heidfeld,1977-05-10,BMW Sauber,Finished,2005-2008,109067.0,231.182,106887.0,106088.0,107338.0
1,3,15.0,2008,Circuit de Spa-Francorchamps,hamilton,1985-01-07,McLaren,Finished,2005-2008,108135.0,233.175,106887.0,106088.0,107338.0
6,4,12.0,2008,Circuit de Spa-Francorchamps,alonso,1981-07-29,Renault,Finished,2005-2008,109238.0,230.820,106887.0,106088.0,107338.0
10,5,10.0,2008,Circuit de Spa-Francorchamps,vettel,1987-07-03,Toro Rosso,Finished,2005-2008,109086.0,231.142,106887.0,106088.0,107338.0
8,6,8.0,2008,Circuit de Spa-Francorchamps,kubica,1984-12-07,BMW Sauber,Finished,2005-2008,108965.0,231.399,106887.0,106088.0,107338.0
9,7,6.0,2008,Circuit de Spa-Francorchamps,bourdais,1979-02-28,Toro Rosso,Finished,2005-2008,109002.0,231.320,106887.0,106088.0,107338.0
7,8,4.0,2008,Circuit de Spa-Francorchamps,webber,1976-08-27,Red Bull,Finished,2005-2008,109515.0,230.236,106887.0,106088.0,107338.0
13,9,2.0,2008,Circuit de Spa-Francorchamps,glock,1982-03-18,Toyota,Finished,2005-2008,110255.0,228.691,106887.0,106088.0,107338.0
3,10,1.0,2008,Circuit de Spa-Francorchamps,kovalainen,1981-10-19,McLaren,Gearbox,2005-2008,108223.0,232.985,106887.0,106088.0,107338.0
14,11,0.0,2008,Circuit de Spa-Francorchamps,coulthard,1971-03-27,Red Bull,+1 Lap,2005-2008,110177.0,228.853,106887.0,106088.0,107338.0
15,12,0.0,2008,Circuit de Spa-Francorchamps,rosberg,1985-06-27,Williams,+1 Lap,2005-2008,110656.0,227.862,106887.0,106088.0,107338.0
18,13,0.0,2008,Circuit de Spa-Francorchamps,sutil,1983-01-11,Force India,+1 Lap,2005-2008,110487.0,228.211,106887.0,106088.0,107338.0
19,14,0.0,2008,Circuit de Spa-Francorchamps,nakajima,1985-01-11,Williams,+1 Lap,2005-2008,110970.0,227.218,106887.0,106088.0,107338.0
17,15,0.0,2008,Circuit de Spa-Francorchamps,button,1980-01-19,Honda,+1 Lap,2005-2008,110671.0,227.832,106887.0,106088.0,107338.0
11,16,0.0,2008,Circuit de Spa-Francorchamps,trulli,1974-07-13,Toyota,+1 Lap,2005-2008,110543.0,228.095,106887.0,106088.0,107338.0
20,17,0.0,2008,Circuit de Spa-Francorchamps,fisichella,1973-01-14,Force India,+1 Lap,2005-2008,111701.0,225.731,106887.0,106088.0,107338.0
4,18,0.0,2008,Circuit de Spa-Francorchamps,raikkonen,1979-10-17,Ferrari,Spun off,2005-2008,107930.0,233.618,106887.0,106088.0,107338.0
16,-1,0.0,2008,Circuit de Spa-Francorchamps,barrichello,1972-05-23,Honda,Gearbox,2005-2008,112072.0,224.983,106887.0,106088.0,107338.0
12,-1,0.0,2008,Circuit de Spa-Francorchamps,piquet_jr,1985-07-25,Renault,Spun off,2005-2008,111118.0,226.915,106887.0,106088.0,107338.0
1,1,25.0,2008,Autodromo Nazionale di Monza,vettel,1987-07-03,Toro Rosso,Finished,2005-2008,90510.0,230.414,95464.0,95837.0,97555.0
2,2,18.0,2008,Autodromo Nazionale di Monza,kovalainen,1981-10-19,McLaren,Finished,2005-2008,90300.0,230.950,95464.0,95837.0,97555.0
11,3,15.0,2008,Autodromo Nazionale di Monza,kubica,1984-12-07,BMW Sauber,Finished,2005-2008,90298.0,230.955,95464.0,95837.0,97555.0
8,4,12.0,2008,Autodromo Nazionale di Monza,alonso,1981-07-29,Renault,Finished,2005-2008,89961.0,231.820,95464.0,95837.0,97555.0
10,5,10.0,2008,Autodromo Nazionale di Monza,heidfeld,1977-05-10,BMW Sauber,Finished,2005-2008,89807.0,232.217,95464.0,95837.0,97555.0
6,6,8.0,2008,Autodromo Nazionale di Monza,massa,1981-04-25,Ferrari,Finished,2005-2008,89696.0,232.505,95464.0,95837.0,97555.0
15,7,6.0,2008,Autodromo Nazionale di Monza,hamilton,1985-01-07,McLaren,Finished,2005-2008,89721.0,232.440,95464.0,95837.0,97555.0
3,8,4.0,2008,Autodromo Nazionale di Monza,webber,1976-08-27,Red Bull,Finished,2005-2008,89681.0,232.544,95464.0,95837.0,97555.0
14,9,2.0,2008,Autodromo Nazionale di Monza,raikkonen,1979-10-17,Ferrari,Finished,2005-2008,88047.0,236.859,95464.0,95837.0,97555.0
17,10,1.0,2008,Autodromo Nazionale di Monza,piquet_jr,1985-07-25,Renault,Finished,2005-2008,90918.0,229.380,95464.0,95837.0,97555.0
9,11,0.0,2008,Autodromo Nazionale di Monza,glock,1982-03-18,Toyota,Finished,2005-2008,89948.0,231.853,95464.0,95837.0,97555.0
18,12,0.0,2008,Autodromo Nazionale di Monza,nakajima,1985-01-11,Williams,Finished,2005-2008,90215.0,231.167,95464.0,95837.0,97555.0
7,13,0.0,2008,Autodromo Nazionale di Monza,trulli,1974-07-13,Toyota,Finished,2005-2008,90853.0,229.544,95464.0,95837.0,97555.0
5,14,0.0,2008,Autodromo Nazionale di Monza,rosberg,1985-06-27,Williams,Finished,2005-2008,90019.0,231.671,95464.0,95837.0,97555.0
19,15,0.0,2008,Autodromo Nazionale di Monza,button,1980-01-19,Honda,Finished,2005-2008,89827.0,232.166,95464.0,95837.0,97555.0
13,16,0.0,2008,Autodromo Nazionale di Monza,coulthard,1971-03-27,Red Bull,+1 Lap,2005-2008,92459.0,225.557,95464.0,95837.0,97555.0
16,17,0.0,2008,Autodromo Nazionale di Monza,barrichello,1972-05-23,Honda,+1 Lap,2005-2008,93918.0,222.053,95464.0,95837.0,97555.0
4,18,0.0,2008,Autodromo Nazionale di Monza,bourdais,1979-02-28,Toro Rosso,+1 Lap,2005-2008,89258.0,233.646,95464.0,95837.0,97555.0
20,19,0.0,2008,Autodromo Nazionale di Monza,sutil,1983-01-11,Force India,+2 Laps,2005-2008,93458.0,223.146,95464.0,95837.0,97555.0
12,-1,0.0,2008,Autodromo Nazionale di Monza,fisichella,1973-01-14,Force India,Accident,2005-2008,97304.0,214.326,95464.0,95837.0,97555.0
15,1,25.0,2008,Marina Bay Street Circuit,alonso,1981-07-29,Renault,Finished,2005-2008,105768.0,172.464,104519.0,104014.0,104801.0
8,2,18.0,2008,Marina Bay Street Circuit,rosberg,1985-06-27,Williams,Finished,2005-2008,106454.0,171.352,104519.0,104014.0,104801.0
2,3,15.0,2008,Marina Bay Street Circuit,hamilton,1985-01-07,McLaren,Finished,2005-2008,106072.0,171.969,104519.0,104014.0,104801.0
7,4,12.0,2008,Marina Bay Street Circuit,glock,1982-03-18,Toyota,Finished,2005-2008,107044.0,170.408,104519.0,104014.0,104801.0
6,5,10.0,2008,Marina Bay Street Circuit,vettel,1987-07-03,Toro Rosso,Finished,2005-2008,107271.0,170.047,104519.0,104014.0,104801.0
9,6,8.0,2008,Marina Bay Street Circuit,heidfeld,1977-05-10,BMW Sauber,Finished,2005-2008,107306.0,169.992,104519.0,104014.0,104801.0
14,7,6.0,2008,Marina Bay Street Circuit,coulthard,1971-03-27,Red Bull,Finished,2005-2008,107562.0,169.587,104519.0,104014.0,104801.0
10,8,4.0,2008,Marina Bay Street Circuit,nakajima,1985-01-11,Williams,Finished,2005-2008,107287.0,170.022,104519.0,104014.0,104801.0
12,9,2.0,2008,Marina Bay Street Circuit,button,1980-01-19,Honda,Finished,2005-2008,108128.0,168.700,104519.0,104014.0,104801.0
5,10,1.0,2008,Marina Bay Street Circuit,kovalainen,1981-10-19,McLaren,Finished,2005-2008,107337.0,169.943,104519.0,104014.0,104801.0
4,11,0.0,2008,Marina Bay Street Circuit,kubica,1984-12-07,BMW Sauber,Finished,2005-2008,106899.0,170.639,104519.0,104014.0,104801.0
17,12,0.0,2008,Marina Bay Street Circuit,bourdais,1979-02-28,Toro Rosso,Finished,2005-2008,107820.0,169.181,104519.0,104014.0,104801.0
1,13,0.0,2008,Marina Bay Street Circuit,massa,1981-04-25,Ferrari,Finished,2005-2008,105757.0,172.482,104519.0,104014.0,104801.0
20,14,0.0,2008,Marina Bay Street Circuit,fisichella,1973-01-14,Force India,Finished,2005-2008,109101.0,167.195,104519.0,104014.0,104801.0
3,15,0.0,2008,Marina Bay Street Circuit,raikkonen,1979-10-17,Ferrari,Accident,2005-2008,105599.0,172.740,104519.0,104014.0,104801.0
11,-1,0.0,2008,Marina Bay Street Circuit,trulli,1974-07-13,Toyota,Hydraulics,2005-2008,106972.0,170.523,104519.0,104014.0,104801.0
19,-1,0.0,2008,Marina Bay Street Circuit,sutil,1983-01-11,Force India,Accident,2005-2008,109270.0,166.936,104519.0,104014.0,104801.0
13,-1,0.0,2008,Marina Bay Street Circuit,webber,1976-08-27,Red Bull,Transmission,2005-2008,109183.0,167.069,104519.0,104014.0,104801.0
18,-1,0.0,2008,Marina Bay Street Circuit,barrichello,1972-05-23,Honda,Mechanical,2005-2008,110320.0,165.348,104519.0,104014.0,104801.0
16,-1,0.0,2008,Marina Bay Street Circuit,piquet_jr,1985-07-25,Renault,Accident,2005-2008,110449.0,165.154,104519.0,104014.0,104801.0
4,1,25.0,2008,Fuji Speedway,alonso,1981-07-29,Renault,Finished,2005-2008,79101.0,207.668,78071.0,77462.0,78404.0
6,2,18.0,2008,Fuji Speedway,kubica,1984-12-07,BMW Sauber,Finished,2005-2008,79292.0,207.168,78071.0,77462.0,78404.0
2,3,15.0,2008,Fuji Speedway,raikkonen,1979-10-17,Ferrari,Finished,2005-2008,78995.0,207.947,78071.0,77462.0,78404.0
12,4,12.0,2008,Fuji Speedway,piquet_jr,1985-07-25,Renault,Finished,2005-2008,79199.0,207.411,78071.0,77462.0,78404.0
7,5,10.0,2008,Fuji Speedway,trulli,1974-07-13,Toyota,Finished,2005-2008,79524.0,206.564,78071.0,77462.0,78404.0
9,6,8.0,2008,Fuji Speedway,vettel,1987-07-03,Toro Rosso,Finished,2005-2008,79617.0,206.322,78071.0,77462.0,78404.0
5,7,6.0,2008,Fuji Speedway,massa,1981-04-25,Ferrari,Finished,2005-2008,78426.0,209.456,78071.0,77462.0,78404.0
13,8,4.0,2008,Fuji Speedway,webber,1976-08-27,Red Bull,Finished,2005-2008,79820.0,205.798,78071.0,77462.0,78404.0
16,9,2.0,2008,Fuji Speedway,heidfeld,1977-05-10,BMW Sauber,Finished,2005-2008,79461.0,206.727,78071.0,77462.0,78404.0
10,10,1.0,2008,Fuji Speedway,bourdais,1979-02-28,Toro Rosso,Finished,2005-2008,79262.0,207.246,78071.0,77462.0,78404.0
15,11,0.0,2008,Fuji Speedway,rosberg,1985-06-27,Williams,Finished,2005-2008,79531.0,206.545,78071.0,77462.0,78404.0
1,12,0.0,2008,Fuji Speedway,hamilton,1985-01-07,McLaren,Finished,2005-2008,79560.0,206.470,78071.0,77462.0,78404.0
17,13,0.0,2008,Fuji Speedway,barrichello,1972-05-23,Honda,+1 Lap,2005-2008,80575.0,203.869,78071.0,77462.0,78404.0
18,14,0.0,2008,Fuji Speedway,button,1980-01-19,Honda,+1 Lap,2005-2008,80849.0,203.178,78071.0,77462.0,78404.0
14,15,0.0,2008,Fuji Speedway,nakajima,1985-01-11,Williams,+1 Lap,2005-2008,80364.0,204.404,78071.0,77462.0,78404.0
20,-1,0.0,2008,Fuji Speedway,fisichella,1973-01-14,Force India,Gearbox,2005-2008,81577.0,201.365,78071.0,77462.0,78404.0
3,-1,0.0,2008,Fuji Speedway,kovalainen,1981-10-19,McLaren,Engine,2005-2008,79258.0,207.257,78071.0,77462.0,78404.0
19,-1,0.0,2008,Fuji Speedway,sutil,1983-01-11,Force India,Tyre,2005-2008,81189.0,202.327,78071.0,77462.0,78404.0
8,-1,0.0,2008,Fuji Speedway,glock,1982-03-18,Toyota,Driver Seat,2005-2008,80254.0,204.685,78071.0,77462.0,78404.0
11,-1,0.0,2008,Fuji Speedway,coulthard,1971-03-27,Red Bull,Collision,2005-2008,0.0,0.0,78071.0,77462.0,78404.0
1,1,25.0,2008,Shanghai International Circuit,hamilton,1985-01-07,McLaren,Finished,2005-2008,96325.0,203.722,95566.0,94947.0,96303.0
3,2,18.0,2008,Shanghai International Circuit,massa,1981-04-25,Ferrari,Finished,2005-2008,96591.0,203.161,95566.0,94947.0,96303.0
2,3,15.0,2008,Shanghai International Circuit,raikkonen,1979-10-17,Ferrari,Finished,2005-2008,96483.0,203.389,95566.0,94947.0,96303.0
4,4,12.0,2008,Shanghai International Circuit,alonso,1981-07-29,Renault,Finished,2005-2008,96659.0,203.018,95566.0,94947.0,96303.0
9,5,10.0,2008,Shanghai International Circuit,heidfeld,1977-05-10,BMW Sauber,Finished,2005-2008,96498.0,203.357,95566.0,94947.0,96303.0
11,6,8.0,2008,Shanghai International Circuit,kubica,1984-12-07,BMW Sauber,Finished,2005-2008,96854.0,202.610,95566.0,94947.0,96303.0
12,7,6.0,2008,Shanghai International Circuit,glock,1982-03-18,Toyota,Finished,2005-2008,96727.0,202.876,95566.0,94947.0,96303.0
10,8,4.0,2008,Shanghai International Circuit,piquet_jr,1985-07-25,Renault,Finished,2005-2008,96996.0,202.313,95566.0,94947.0,96303.0
6,9,2.0,2008,Shanghai International Circuit,vettel,1987-07-03,Toro Rosso,Finished,2005-2008,97212.0,201.863,95566.0,94947.0,96303.0
15,10,1.0,2008,Shanghai International Circuit,coulthard,1971-03-27,Red Bull,Finished,2005-2008,97753.0,200.746,95566.0,94947.0,96303.0
13,11,0.0,2008,Shanghai International Circuit,barrichello,1972-05-23,Honda,Finished,2005-2008,97845.0,200.558,95566.0,94947.0,96303.0
17,12,0.0,2008,Shanghai International Circuit,nakajima,1985-01-11,Williams,Finished,2005-2008,98019.0,200.202,95566.0,94947.0,96303.0
8,13,0.0,2008,Shanghai International Circuit,bourdais,1979-02-28,Toro Rosso,Finished,2005-2008,97452.0,201.366,95566.0,94947.0,96303.0
16,14,0.0,2008,Shanghai International Circuit,webber,1976-08-27,Red Bull,Finished,2005-2008,97680.0,200.896,95566.0,94947.0,96303.0
14,15,0.0,2008,Shanghai International Circuit,rosberg,1985-06-27,Williams,+1 Lap,2005-2008,97246.0,201.793,95566.0,94947.0,96303.0
18,16,0.0,2008,Shanghai International Circuit,button,1980-01-19,Honda,+1 Lap,2005-2008,97773.0,200.705,95566.0,94947.0,96303.0
20,17,0.0,2008,Shanghai International Circuit,fisichella,1973-01-14,Force India,+1 Lap,2005-2008,98372.0,199.483,95566.0,94947.0,96303.0
5,-1,0.0,2008,Shanghai International Circuit,kovalainen,1981-10-19,McLaren,Hydraulics,2005-2008,97302.0,201.677,95566.0,94947.0,96303.0
19,-1,0.0,2008,Shanghai International Circuit,sutil,1983-01-11,Force India,Engine,2005-2008,99683.0,196.860,95566.0,94947.0,96303.0
7,-1,0.0,2008,Shanghai International Circuit,trulli,1974-07-13,Toyota,Collision,2005-2008,159612.0,122.945,95566.0,94947.0,96303.0
1,1,25.0,2008,Autódromo José Carlos Pace,massa,1981-04-25,Ferrari,Finished,2005-2008,73736.0,210.377,71830.0,71875.0,72368.0
6,2,18.0,2008,Autódromo José Carlos Pace,alonso,1981-07-29,Renault,Finished,2005-2008,74229.0,208.980,71830.0,71875.0,72368.0
3,3,15.0,2008,Autódromo José Carlos Pace,raikkonen,1979-10-17,Ferrari,Finished,2005-2008,74117.0,209.296,71830.0,71875.0,72368.0
7,4,12.0,2008,Autódromo José Carlos Pace,vettel,1987-07-03,Toro Rosso,Finished,2005-2008,74214.0,209.022,71830.0,71875.0,72368.0
4,5,10.0,2008,Autódromo José Carlos Pace,hamilton,1985-01-07,McLaren,Finished,2005-2008,74159.0,209.177,71830.0,71875.0,72368.0
10,6,8.0,2008,Autódromo José Carlos Pace,glock,1982-03-18,Toyota,Finished,2005-2008,74057.0,209.465,71830.0,71875.0,72368.0
5,7,6.0,2008,Autódromo José Carlos Pace,kovalainen,1981-10-19,McLaren,Finished,2005-2008,74207.0,209.042,71830.0,71875.0,72368.0
2,8,4.0,2008,Autódromo José Carlos Pace,trulli,1974-07-13,Toyota,Finished,2005-2008,74167.0,209.155,71830.0,71875.0,72368.0
12,9,2.0,2008,Autódromo José Carlos Pace,webber,1976-08-27,Red Bull,Finished,2005-2008,75033.0,206.741,71830.0,71875.0,72368.0
